userid,gender,age,ope,con,ext,agr,neu
30481bb628609059e36f973ce94afbb4,0,23,-1.24,1.21,0.61,-0.26,-0.26
4dd0e28026ccf5cb039b84422103a8d8,1,20,0.52,-1.03,0.61,-1.67,1.05
b7f3db9e0470b9a2abd15185df4c6d61,1,24,0.7,0.84,1.04,-1.09,-0.94
2a15c62e10a4fb7dcbe1575969ebf6de,0,56,0.61,1.13,-0.39,1.27,-1.21
1f820bcce008385d95595c94347cb3cd,0,25,-0.5,-1.75,-1.39,-1.26,0.8
bfec4b33a3de7fe155f63d11a738e5eb,1,22,-0.04,0.1,-0.71,-0.26,0.24
0fa9cf29c6ec6ecea13bde1cd66c4f90,1,27,1.13,0.69,0.29,-0.43,0.55
e168c7ef600f12c24a815e761b66fb47,0,25,-1.52,0.91,0.14,0.99,-0.75
71dce151a710e06455eb96bbbf898a5f,1,20,0.98,0.39,0.73,-0.26,0.18
9a94febc234704a0d30270bccdb26c2b,0,25,-0.78,-0.57,0.98,-0.84,-0.2
0f90890fbc3d2b533f126d841b5c8e77,1,21,0.61,-0.49,-1.77,-0.76,1.55
3f90e86a885a9283a33af3ed0bac49bb,0,24,-0.5,-0.05,0.61,-0.34,-1.19
e2c9d9b3720b62c0d34d9c55acd833ce,0,25,-0.78,-1.16,-1.71,-1.34,-0.32
4be4426ca8488a3000ff94c52bf8df66,1,25,0.33,-0.35,1.11,-0.93,-0.07
6c6c2502579633f1b2509df484b32f14,0,25,-0.31,-0.05,1.54,0.07,-0.14
fec0f1f97cc7ed5b8fba82bba26b3a4d,0,24,-0.87,1.06,-2.89,-1.84,1.36
d00ef953006ae3f1e7c4240ece936ac0,1,21,-0.59,-0.27,-1.96,1.32,0.61
b8d0346e7b08411fcaee5bcae78e7a21,0,21,-0.13,-1.23,0.04,1.49,-1.13
b09fda2534d4009deeb5d426c2ee8f05,1,32,0.42,-0.02,1.36,-0.68,0.18
4fe41ce211fa3740b78b1210cbb62a87,0,25,-0.68,-0.64,-0.96,0.91,-1.26
52cc5816b2f73af81aaf5ee9deb779a1,1,23,0.7,-0.24,0.98,1.66,0.16
666024b6db0c41c392915895765f7763,1,54,0.89,1.28,-0.83,0.99,-0.42
39fcd943d845593f0aee9d4cf0bfe3a6,1,23,-0.5,0.62,1.11,0.24,-0.51
cb2c88e66a6eb06447a69c0f8b50d726,0,31,0.24,-2.49,-0.02,-1.43,-0.57
6ec53df9a6ead0e7e6981ffd4a203372,1,22,0.7,-0.33,1.23,1.66,-0.7
7890dfced1bcb53c6342d6aa8207f635,1,23,-0.04,0.54,-0.27,-0.26,1.55
aceeed840d2013e4f2ab00a8ec63317f,1,24,1.72,-0.17,-0.27,-1.34,-0.32
1524184b474e86425fda2b5cd87876ee,1,21,0.61,-1.38,-0.77,1.66,-0.82
94d6e6551b5f88724483798ac7169293,0,23,-0.04,-0.2,0.29,-0.01,0.55
31a25562207525cadd8547ef1e3eb83e,1,35,-1.31,-1.19,0.67,0.12,1.3
c04aa52088d1f0de39b70ed8744bd14c,0,22,-0.59,-1.53,-0.21,-0.43,0.55
3a0ffe91b1b040c64297b9c21bf52286,0,21,-1.05,1.28,-1.46,-2.34,0.11
3abfb4077459a9d6a3dc9358a2b1a47b,1,22,-1.61,-1.01,-0.64,-1.26,1.11
5cc7f9bbd7d4b91b0418051b42895f7b,1,26,0.05,-1.23,-0.58,-1.18,0.74
6d357327a0905c9e76850ea87ba59042,0,23,0.05,-0.49,-0.52,-0.59,-0.01
abb9ab293d706a012fec34d3f76d574b,1,23,1.07,-0.49,0.53,-2.49,-0.76
6871aef1e0a2038aa2a32cf05624516c,0,24,-1.7,-2.42,-2.71,-3.09,2.35
9921ec650ebf07f355a62404109df51e,1,23,0.52,0.02,-0.52,-0.18,0.24
29f0ae7155be54760767006465330563,1,24,0.33,-1.38,-0.46,-1.09,0.3
428a2064adb30f7fcd5a9331855c19fb,1,24,1.35,-0.05,-0.33,0.32,-0.38
ccd4a61ce4defa96d1f17b180e92f0e0,0,23,1.26,-0.27,0.86,0.66,1.23
01ed3f56af020e8f12cfcf45d6436c42,1,27,0.61,0.62,-0.14,0.41,0.86
1e8335e9b3e2971f57094e8b726c0d3a,0,23,-1.33,0.02,-1.27,-1.26,0.74
07de5002ec4135f0479fe2a294226d69,0,28,0.33,0.32,1.29,0.41,-1.01
c3ceb25207ba8c76faa34fd76809aa08,0,25,0.89,-1.16,0.36,-0.26,0.05
70e2d12a13704e2b9f9a16c8773d4e55,1,25,0.15,0.47,-0.14,0.66,-0.2
1d1888efb52d9706d44eb85bad1a315d,1,26,-0.59,0.02,-0.46,-0.59,-0.07
e5f46e89780c89cc809bb70e53bf23eb,1,30,0.24,0.32,1.04,1.07,-1.13
0cf37fabf2d7e5a0c0558f86fa74dd55,1,25,0.35,-1.75,-0.46,0.99,0.42
1edcb58d91797c22b573cf6e40758f66,1,26,0.89,-0.86,-0.77,-0.18,1.55
398e1eebc27fb17003a974c8887b7428,1,30,-0.31,-1.31,-1.39,-0.43,0.67
811a00b69c62b4d2604ef4239176615e,1,25,-0.13,-0.86,0.11,-0.76,0.36
c2d8c4414511df5b9b94864d98660d6e,1,32,-2.07,0.32,-1.52,-0.18,0.99
c8e3bc00f318d6a3d452e3409f7217fd,0,22,-0.31,0.02,0.79,0.24,-0.2
f72c2e14358e1375c8099ea6d1f8efbe,1,23,-1.42,1.13,1.11,0.99,-0.76
1340d70d34f03fd91887276a1c649727,1,22,1.26,0.91,0.48,0.66,-0.14
f3c300acbf8b86b21f510b03a4c888b5,0,24,0.61,-0.64,-1.02,0.91,-0.7
d2d13c4b32df87e284ef22dfa8375bbf,1,21,-0.04,-1.82,-1.52,-0.18,2.23
2a125063d8c3238b0fb79dcffecc96c1,0,31,-1.15,0.39,0.98,-0.26,-1.57
14ea032a75610e0c650274ec86a52736,1,33,-3.27,0.69,-2.14,0.49,1.55
3524d4b342c064ec490220bd3d92a4e3,1,24,0.61,1.36,1.04,0.82,-1.26
9757184e7c1c5b1765b87f3cb0e5f0c5,1,23,-0.59,0.1,-0.64,-0.18,-0.76
6718f239348402c02d1146be0fc155a8,1,22,-0.04,-0.64,-0.27,-0.09,-0.22
98c3d30d0178e6dfb4b3c504026c4d36,1,21,0.05,-1.38,-2.71,-1.19,1.05
f8495bca52df4dbcf7f4f937526b82b3,1,26,-0.96,-1.9,-3.02,-2.26,2.48
e106e5ef7ebd7a4427aaa34097ad393b,1,44,-0.76,-0.72,-1.08,0.24,1.48
03470781bd3e76d85e9e41bb2b3d425a,1,28,0.7,-0.86,-0.96,0.32,1.36
b55a299f6501ef74af3d4140711b09ca,0,20,-1.15,0.25,-1.02,0.57,-0.26
382520187a81778027371645cf818af6,0,21,-1.42,-0.27,1.04,0.32,0.74
4eb6113e43bd44c5577dac57f02d74d4,0,28,-1.15,-0.72,-0.64,-0.68,1.11
ad6b6111428e01b0ecc1b0f2aa8b9138,0,21,-0.5,-0.57,0.98,1.07,-1.63
29106e58baa715807702b716f9f084bd,0,22,-2.16,0.62,0.42,-0.09,-0.94
9911f757f3128bf74dd4bdb4e25ddd1e,1,23,1.16,0.69,-1.08,0.07,-0.32
829d8dd66024c6ca3496147c6631734f,1,23,-0.13,0.32,-0.08,-1.51,1.55
095f377530bdd0dfc3bea645ce220e8b,1,23,1.35,0.32,0.36,1.41,-0.01
4037ca29798e37f4cd90bbffea5d1fd2,0,23,0.52,-1.97,0.98,-0.84,0.99
f89a8188347082b17f7bed2b872691d7,1,23,-0.68,-0.12,-2.09,-0.34,0.42
84a2a00fab92aab200dd427ede9cbadb,1,21,-1.24,-1.09,-0.46,-1.18,1.05
c7cc69b707c473c9990d4fe7d56d7f0b,1,29,0.33,1.06,0.98,-0.34,0.18
a4e7ff34842d3be95088f04a8d569833,0,23,0.24,-2.05,0.61,-2.59,1.48
3fc1c1e3f94b95f6ab02d12c726576b2,0,31,1.9,0.99,0.54,-0.26,0.42
9fa3872e74e2148ae886a123eaf48968,1,22,0.52,-0.12,0.73,0.91,-1.19
4b999d16d1f98f080b7cb316d4d81c43,0,24,0.52,-0.05,-0.33,0.99,0.61
75b88323dd51d2bf0acaf30e019f85e3,0,25,0.24,0.91,0.73,-1.34,0.18
51cb09bbf1890415f86ed9e67ba56af3,0,22,0.65,-1.68,0.11,0.32,0.24
93f45ee04d44451009aade4a3c7045cb,0,28,0.98,0.47,0.04,0.24,-0.2
feaf02cc3ab1dac7973fd3a97a0c1990,1,23,0.33,-1.97,-1.02,-0.51,1.11
91cfdadf5fbe26bbe422d44eba747b41,1,23,-0.5,0.54,-0.96,-0.93,1.79
8bd9175d4a9245c2108fc103ccf51f2e,1,40,0.52,0.84,0.36,0.41,1.55
18938630b8afbb8c3120ee0edc0a0afb,1,31,-0.87,0.76,1.79,-0.34,0.36
5f7ed6b32db1d57c24888d66bfab1523,0,38,-0.04,0.25,0.86,1.41,-1.19
4e1af5ec41c8f8ebfb207076869120d5,1,26,0.05,-0.79,-0.14,0.16,-0.48
a1a02ceb85db8a88dcf7cf629eff5af4,0,24,-0.22,-0.72,1.42,-1.01,-1.32
db6e2c5b1253ecfa5459aa922fa46238,1,22,0.05,-2.64,-1.33,-1.18,1.21
7b3edb7f75b170abea4889dcb89755d3,0,25,-0.22,0.02,-1.58,-1.26,0.23
ee51581b31f99f15ae5128505d01f944,1,38,0.05,-2.05,-1.14,0.49,2.23
1747bd34b2e271365e73387fb349d845,1,26,0.79,-1.6,-1.64,-0.01,0.74
fa0b1ea005dd67201b606866de6d269e,0,22,-0.59,0.25,-0.89,0.66,-0.76
6c45493b6e2201c8f414eecc03d8a5b4,1,24,0.98,1.21,1.42,0.32,-0.26
551b91c1d9f08d3e1488fd8c11eeb61f,0,22,-0.22,-0.79,-1.08,0.07,1.48
c81799bcd61484599606ba5f463f9414,1,21,0.42,0.39,0.41,-0.93,-0.32
b6686232fe6707a683c4461700ef73d9,1,40,1.53,-1.23,1.26,0.07,0.11
c6e1b28aa654366511af26efb94fd204,1,24,-0.41,0.69,0.36,0.74,-0.63
40a855851a633c49dc1eca41d8daa82f,0,35,-1.52,-1.16,1.36,-1.26,1.55
ff7cc88dea3de7c7afc04ef94a1f0959,1,26,-0.13,-0.12,0.67,-0.26,1.36
c3f46996548d5776337472fb9b57a37b,0,31,0.7,-1.23,-0.46,0.99,-2
8eff5caee8c5b1cfbbfb446ec14e1ce5,1,22,0.24,0.17,-0.46,-0.48,0.92
e7e116f654f998a1110993a9c3edeb4f,1,23,-0.22,0.1,1.36,-0.84,-0.51
9eca3bd71b5e5eca661cf5f85e896903,1,28,0.89,0.62,0.67,-1.34,0.05
b91db04c614dac29fb5074f2223979f2,1,23,-1.24,-2.19,0.29,-0.91,0.74
4e87c31435a8a5dfc41c4754255cf7b7,0,29,1.16,1.13,-0.58,-0.76,0.18
6cb3612f4bfc0a25fbe0982be6bc6b4e,0,21,0.15,-0.27,0.98,-0.43,-0.7
9ed7002575b1783a7f708ac4addb7224,1,22,-1.05,-0.27,-0.39,-0.09,0.05
95fe546baf5c290b55335eacea09c246,0,28,-1.15,0.84,-0.21,0.24,0.42
2fec10848e2fe904311fda6e2be7478b,1,23,-0.96,0.69,-0.21,0.24,0.49
48334f44f888bb6f2c5f0623bdb935fc,0,32,-0.41,-1.16,-1.08,-0.84,1.36
c20d23b4118e3fc3fe78d5ddc834185f,1,23,1.07,0.47,-0.83,-0.43,0.36
35c7a40dbb863d264e3b0df3bf6d180b,1,24,-0.68,1.43,1.54,0.16,-1.32
d0d40efa5d1f76e2425466dd5d380ec8,0,22,0.52,-0.05,0.53,-0.48,-0.07
a4277accbd85e5f523228a6d981a7962,0,27,1.44,-1.09,0.04,0.32,0.99
1eb4bef5cf03d224eb096fa826f7d6d7,1,21,-0.87,-1.9,0.98,-2.26,1.28
10fc4e93dadbcf0e58bdcc741037e714,1,26,1.07,-0.05,-2.46,-1.76,2.23
6b747b9d08ac1815c52ddc97ac593ca8,0,22,-0.22,-0.05,0.61,-0.51,-0.82
77d4f401540f6d10c70568e13a297b6f,1,33,0.89,0.29,1.04,-0.76,0.8
8859f14b411dec9899653fee558ff1f2,1,25,0.7,-0.94,-0.96,-0.59,1.73
059bf07bb2352b43cd9f7c215626a6ad,0,29,0.05,-1.01,0.92,-0.43,-1.19
2cbf26cfe625b6a6f12783c69475c27b,0,26,-1.79,0.47,-1.17,-1.01,0.36
720371d9252378ffe976bf20a9353a65,1,22,-1.24,0.02,-1.21,1.49,-0.07
ab07335ea87071b9ea775b043f90c05e,0,24,0.15,0.32,1.61,0.91,-1.63
fc7e8c70a7ee109b11346320bde424c3,1,21,0.44,-1.09,0.39,-0.04,-1.47
1df34ab100f64775989d4a9f55d82f35,1,21,-0.78,-0.12,0.54,0.82,0.05
f83d99559b916097f9d77008e7a88738,1,24,1.07,-0.27,-1.39,0.41,0.3
1ab29719ee74d822216109f327b99445,0,24,0.42,0.69,-0.02,-2.26,2.11
474cb8aeb07cb3b3c60029822c641d1d,1,22,1.35,0.62,1.54,-0.01,-0.14
1cb62e9be119caabd0a5dc200fbd1230,0,30,0.05,-0.2,0.48,-0.09,-1.07
8413f7c1b35be10417dfba0cd2a9aebc,1,25,0.15,1.8,1.36,0.16,-1.5
c264641de026694c5d48a03b49780810,1,23,0.05,-0.35,-0.71,-0.93,-0.38
a86c6b39ff70c8db717449ff37ec2fe8,1,22,0.24,-0.79,-0.96,-0.68,1.48
ebad7da7378b35d92105963ca2b9d5d1,1,25,0.89,1.36,1.67,-1.34,-1.07
215fc10735794e3d6fa1c09930888d50,1,29,-2.07,-0.27,-0.96,-0.18,0.05
800338296b908aa0d987185b6d6ceb03,0,22,-0.22,-0.27,-0.14,0.07,-0.26
aa73ef68fea700b5db3631d1de08aa5d,1,59,1.72,-0.49,1.78,0.99,-0.26
a9a7fe955b7a92f9be46602d8f5fd92a,0,25,0.42,0.17,-1.64,-2.59,0.55
b8a09a6aeca04ce0e638d7b6ec1ee6fe,1,26,-0.22,-0.2,-2.46,-0.26,-0.94
e1243f7b1e9bb369ef9e4dcf2a92390c,1,26,-0.13,-2.19,-2.08,-0.93,2.48
e7665f11a71a4c5d81e5952e535e3c29,1,24,-2.07,0.17,-0.46,0.41,1.23
8e3daeb2f63d6f70d2dbe7a2edce5ea2,1,23,-0.22,-1.9,-1.46,-0.09,1.67
ff8c9c2cea543144dc8f6f81f54a344f,0,22,0.52,-0.57,-1.21,-1.92,2.23
c82ccace9627a097368dc1d165e6b7d0,0,22,0.89,0.1,-0.71,0.91,-1.07
fca0e99fcea29a751d050ccd1bf40765,1,25,0.52,-1.01,1.29,0.16,0.24
abc63d9798da1014ef7812826ee8a616,0,23,0.61,0.76,0.92,1.57,-1.07
900b2fd79442229199c04560b4c37964,0,26,0.98,-2.19,0.48,-0.51,0.67
3b83e89906fb8008b9bc94810d30107b,0,26,-1.05,-0.49,0.29,0.82,-1.38
217723613f848eb10531d3b05aea995b,0,26,0.98,-0.42,0.79,0.32,-0.26
b745a180eef4863cb02bb3fd25a55cd8,1,25,0.7,-0.05,-0.08,1.24,0.24
575893e9c40dffadeb8d33f0e4720449,0,34,0.52,-0.27,1.17,0.32,-0.45
6e2b38abfd32d966c121cb065b19507d,1,37,-0.59,-0.12,-0.14,-0.26,0.42
a42b862a2f798545ee705e602be28f39,1,26,-0.22,-1.01,1.07,-0.84,0.3
4b0a66aeb5b16ed2cee62d110adb7a83,1,27,0.33,0.1,0.92,0.16,0.3
0aac6634c3f1f14808d474b6d64c00ac,0,27,-1.52,-0.35,0.61,0.32,-1.01
027eb34fce063e470288b1ab5573d11b,0,28,-1.24,1.8,-1.08,-0.84,-1.01
2aa7610c1ecf932555c9345fc00962eb,0,31,0.42,-0.49,0.29,-0.01,-0.38
47d13678fb59f2f25de82f378fa2fd92,1,27,0.7,-1.16,1.23,0.47,0.05
5fc76e0584a100283fa7916bc4a2a442,1,21,1.07,0.47,1.67,0.99,-0.76
712039d14e9c6a566fac367c376d3d1b,1,27,0.15,-1.38,-2.14,-1.34,2.42
ed9ca3db1272c98937d5b4b56391c189,0,29,-0.78,0.47,-1.21,1.57,-1.5
9f757cf1cec67374da78b1a612e879c8,1,36,-0.13,-0.49,-0.14,0.66,-0.26
33f12de5328f16d8f79d48da1620da8c,1,23,1.35,0.91,0.36,1.24,-0.42
24665a6b4649811df5db96693646582f,0,21,1.53,-1.19,-0.02,-1.59,1.3
9df19902b4de19dca72ef6abedf69425,1,25,-0.59,-0.12,-0.14,0.82,0.05
4b44bd87f7ef96779bd80306d1e92524,0,34,1.81,-1.09,-0.31,0.49,1.79
4bc8a45ed3b9cf01d132503de56820bb,1,28,1.26,-1.09,-1.89,-0.68,0.16
76ed630fe14524faf8f21d839b3b27a1,1,23,0.24,-1.31,-0.71,-2.26,1.36
51805956f0b16e3209c7a273758dd468,0,22,1.07,0.17,-1.08,-1.01,-0.51
b3f33965894d872aa3b99f613be06e7a,0,23,-1.05,-1.26,-0.89,0.74,-0.7
1c445696653c7e9066deecc94d10beae,1,24,-0.41,0.25,-0.77,0.41,0.24
090afa509a5613f9733a04bf67869c0b,1,23,1.44,-0.88,0.61,-0.93,0.04
13f1d6fd87350659dae86014a9e60c30,0,22,1.26,-0.27,-0.46,0.07,-0.63
ea41737581a5ec7140931ea375811b15,1,41,1.63,2.09,1.23,-0.76,-1.63
b9b875c35535a69c011ca82ed49ddea8,0,23,-0.5,0.32,-0.08,-0.18,-0.38
a0c4b8dfc8a68027e6cb6ecc20ed8c79,1,24,-1.7,-0.35,-0.91,-0.76,0.55
cd6c2ee68400dee133260350366ba480,1,21,-0.13,-0.79,0.36,-0.59,0.42
90842ab1892b8046b37e1dcdb2489300,0,30,0.33,0.54,0.61,-0.59,-1.13
58000b7d9b77a367aec077490ea89014,1,31,1.35,1.28,-0.46,-2.34,-0.63
e1e2d1625531dcb1a5c7bee626b46bc3,0,24,0.15,1.13,-0.64,1.9,0.04
2c44b65b3dd57fabc9560f11b35c9cfa,1,26,0.89,0.91,1.61,1.16,-0.26
c754f1d326e420dec36484caefd9a826,1,22,0.24,-0.27,-0.58,0.16,1.23
4ff0b291c2559527bf9fc6beff671663,1,27,-0.68,0.39,0.47,0.49,0.95
05a1c3286b27130dcc1535fdc0c16e5b,1,22,0.24,-0.12,-0.08,-0.09,0.8
be898654002c749360ae20b17d966fa0,1,26,0.61,-0.79,0.54,-1.84,0.42
6464736056bdacee5b136e78a2e770a5,1,23,1.16,0.47,0.79,1.66,-0.07
4323f2a38ceeca29328b1ec68e140d54,0,32,-0.04,-0.72,0.17,-2.67,-1.02
1524c8c536b2b73404398c194d98307e,1,20,0.15,-1.53,0.86,-1.43,0.86
79e484d5503ff2c19c76a4caf77893cf,0,41,0.05,-1.45,-1.27,-0.18,2.29
38e9ac6b66b04911ac92e2aed1f96f69,1,38,1.07,0.76,-0.33,-1.67,-0.82
b59869abcde59d88a77ce9e5a2585db7,0,32,0.61,0.39,-1.77,0.24,0.05
4b9b361ee9eed1f4beb5a5902d4af403,0,22,0.24,1.58,1.61,0.74,-0.38
b2d09af31fffd0e2eabbab3a8929efa1,1,20,0.15,0.54,0.04,0.57,0.49
d8ce586b24b999252ed00b8685dd4824,1,43,1.07,-1.45,0.42,0.91,0.76
913c5e231a9cfb22554b92e35b692ab3,1,22,-1.05,-0.72,-1.27,-0.51,-0.07
a7ad4e186dadbc30b343a065528e1c5c,0,23,-0.13,-0.88,-0.02,-1.01,-0.2
55c17fb6866fe9919403401a684dd27f,1,21,1.35,-0.86,0.17,-1.59,1.42
35afa60e27ac10fa809a69d85b6fa269,0,22,1.16,1.21,-0.14,0.07,0.8
e2989af971b0af867d0bc8aa855501df,0,22,1.16,1.87,1.23,0.32,-1.07
c33ab6f3c6a460af73a39b13a0e8d046,1,24,0.79,-1.01,-0.33,-0.09,0.18
ba21d82dca949185d4b8aef135099a39,0,30,-0.13,0.76,-1.02,-1.51,0.24
343277fa00a2155f9109fbf252c8a811,1,27,-0.68,0.62,0.73,0.32,-0.07
36cf739791ffc603fd65c12137976fce,1,32,-0.04,-0.57,-0.96,-0.43,2.17
32b82e317eacdd63f82231ffb4b36fe9,1,20,-0.68,0.17,0.21,0.24,-0.32
f7317c4175edb1faf9dd22725a6a0bfa,0,23,-0.96,-2.79,-0.64,0.66,0.24
fcf6088703afa81899947d954cbf5c5f,1,22,1.26,-1.1,-0.39,-0.34,0.42
0f5e4581113a6599a2f2e28e03ba97d3,0,24,-2.26,-0.42,0.61,-2.17,-0.88
5069444bdb702d5d488be506f0a90c1d,1,26,-0.04,-2.12,0.73,-1.43,2.29
ffca9804a7373e1809467ed3ec51ab43,1,27,-1.24,0.54,-1.08,-0.18,2.04
ed6bd96ce6b21398e4b59d2f2688cacd,0,21,-0.41,-0.42,0.73,-0.43,-0.14
796ed63d6d63a28f12f890d1ef40db43,1,22,1.16,0.91,1.42,0.22,0.04
48dc6bdf9967f91dd1ae2c3368112e3b,1,23,-0.87,-1.75,-0.96,-1.18,2.29
4132978bd742aeca81927145cb994164,1,29,0.42,-0.24,-1.02,0.49,-1.44
8373ab9a230c1489da17831704b0e30d,0,42,0.61,-1.31,-1.46,0.91,0.55
6663c6d50fb97b83750339cf7b151c0a,0,22,-1.42,-0.49,-1.64,1.07,-0.61
1cb0fbd07dc9299d3acc73e50174d903,1,22,-1.41,-1.75,-1.08,-1.59,0.61
b3f5b2105c129e32b7ca703dc7358ae0,1,25,-0.41,-0.27,-0.71,0.16,-0.32
7f39c02c55145a2ea1e0f1d12c2700a9,1,25,-0.22,0.1,1.36,0.57,2.29
b2d761ba144df457173efad01b35e3b2,1,26,-0.22,-0.05,-0.71,0.91,-0.32
81ee38c679c2de73e5659acbd3ca91a3,1,31,1.53,0.32,1.11,-1.28,0.05
2f8875efffb8342c3bb7b6aef4ecb621,0,21,0.89,0.02,0.17,0.74,0.18
cfe3cc5b4c4f3fc870c172ff55631b03,0,22,0.33,0.84,0.11,0.49,-0.26
cae7e89d016d8c93f859ef38a6abe703,1,23,-0.59,-0.2,-1.96,-1.47,2.53
6c33ba51aaadb63dcc1b5f55dd97517d,0,22,0.7,-1.09,-0.58,0.74,0.11
870e4ccbf84ac1c3c9df931e098d9e10,1,25,1.16,-1.45,0.29,1.16,1.05
2be5ffd7614bd28926bcef9149c956f8,1,23,-0.13,0.39,-0.27,-0.51,-0.32
f6feb34e9ac6fbe8ac6b2563a96537fc,1,25,-0.78,-0.12,-0.83,-1.18,0.18
7212b810b09983b2471c865af041dae2,1,26,0.61,-0.79,-1.08,-0.84,1.3
f12a1942dc12e5af303e50ebd37d46fa,1,27,-0.22,0.91,1.29,0.99,0.42
40db159e78333da39253bebb7cfde741,1,26,-1.7,-0.57,0.23,0.49,-0.2
90c2c65a7b56da178d1c1a4fbd261971,0,23,-2.63,-1.23,-0.58,0.24,-0.88
ee3c3dd296d5870bb0559c70d4096402,0,26,0.98,0.25,0.11,0.41,-1.07
63e40e98b3d8f39d0d2b098fd8b1ce7c,1,21,1.07,-2.64,0.23,0.74,-0.76
bc1d470c009d61effa303eeaec756e66,1,28,-0.22,0.54,0.92,-0.09,-0.07
b280d3135eb9e481403d81703c5dd258,0,22,0.52,-0.79,0.17,0.49,-0.07
bae64491f1ccbedbaca8f90d48fcf0ca,0,24,1.61,-0.05,-0.83,-1.01,1.67
1782fe03d5cd526fbbdc961ed69ef7fc,0,24,0.89,1.21,1.04,-0.51,-0.2
1bacac20a8bd0593a043d4c5e73c4ede,0,22,1.07,-0.49,0.54,0.57,-0.94
b7010c5e67eb4479474ea768e07a1650,1,20,0.24,-1.16,-0.71,0.49,1.23
346cfa3c0f6ab59c5b3804bb5fee90cc,1,27,-0.68,0.76,1.19,-2.01,-0.45
a3cbc851db38b511cffcd942e810b877,1,28,-1.89,-0.49,-0.77,-0.93,1.86
5e29b2ca6dc18b0c684968f5ae42c333,1,27,0.61,-0.27,-0.02,-0.34,0.24
19c5b75b88c7fddc78e78e964bbaa607,1,28,0.7,0.1,0.36,0.49,0.67
7c59d660daa8a40b3d8ec9bffbebc7e6,1,34,0.42,-0.57,-0.39,0.41,-0.14
8e78eb34a7e36845b27871a766b17f40,0,25,0.42,0.47,0.11,-0.01,-1.38
cf5d8e1e1eadf09a46b05fc4377b4863,1,19,0.15,-0.49,-0.27,-1.59,1.36
dd78e7ed4253d65c6dd39fc84b281b96,0,23,0.7,-0.27,0.73,0.07,-1.38
dbbe481adbe29ea9479f9d8aa797fd0b,1,27,0.42,1.21,0.04,0.57,-0.38
0579aac2fb95357ff921d3ab64694c24,1,22,0.42,-0.12,0.41,-0.84,-0.56
4b4cbcbcb08d8380226533eecb73a4bb,1,25,0.05,-0.12,-1.08,0.07,0.8
110c240da25a00044e377537d2b5ac55,1,23,0.89,-0.79,-0.27,1.32,0.8
c7562139680a9137814db341d67d63c8,0,23,-0.13,0.91,-1.02,-0.04,1.3
a6f25bdf4252a09e73dcf922a39e0821,1,44,0.52,-0.17,0.54,-0.34,0.36
271f1684627771a829eb26e59778fea5,0,22,-0.96,-0.27,-0.27,0.49,-0.76
a83912e50cbf77057713cb0b27546374,1,21,0.05,0.47,1.42,0.24,-0.01
b7e78025d82b711a2c9a76276a9eff6d,0,24,-1.59,2.01,1.67,-0.43,-2
5562af8855caa55c4009a33c383edf17,1,25,1.07,1.21,0.54,0.74,-1.07
722d0f87fb977385e71ac5cf69a1ad88,0,21,0.24,-1.38,1.29,0.41,-0.51
e8270c48249db4d18444a472c0d15aba,1,30,1.81,0.1,0.29,-0.51,1.92
c0b683504b2671795448ae0fe238e943,1,26,1.35,-2.42,-0.52,-0.01,2.54
e25e3216e53b7a8947026a15831c262b,0,24,-1.98,-1.75,-1.63,1.07,1.36
da05188a842a3aea8035cb4892236927,1,31,-4.38,-0.2,-0.83,-0.34,-0.38
29f1d91fd22cb05030662f86a24a7850,1,23,1.9,-2.05,0.67,1.82,-1.32
745c9beda9619c527fce704701f9bd4b,0,22,-0.04,-0.64,1.23,0.07,-0.45
6d891142f3769f3dfe265aa1c641eaf4,1,26,-0.87,0.02,0.61,-0.76,0.05
9ddc3293a3972ff668e96f7af9443678,0,23,-0.41,-0.42,1.11,-0.43,-1.01
234f36320c19ef4d761f66e8a523861f,0,27,-0.81,0.02,-1.58,-0.26,-1.01
1ad5b67b521191ea01cda9be291b4cce,1,21,0.24,0.25,0.29,-0.18,0.11
a39b3fa364f9bd096517ed6b614c60ca,1,24,-1.52,-0.12,-1.58,-1.18,1.92
1bc05481e40b21749d75edf89c97e870,1,24,-0.04,-0.35,-1.52,-1.09,1.86
f9b35b57013f8a71455e8505a9d694c5,1,29,0.42,-0.64,1.07,-0.09,0.76
a96961e78df434258a2f4417155702b6,1,42,0.24,-0.2,-0.27,-0.83,-0.07
5adf7082ec4c99ee7cd3fcd1fe9ce648,0,25,0.24,-1.01,0.23,-1.09,0.61
375e4c2114a5673f4de199198554d397,0,20,0.33,1.06,0.99,1.16,0.55
53740ef3dd26a7c1c64b171c026dd85b,1,22,0.15,-1.31,-0.02,0.99,0.42
4af69d94c85c657c1026f536160ffc99,0,24,-0.31,-0.94,-0.08,-1.84,1.55
f33a2ecd9908ad30a6b64d3763502918,1,24,1.72,0.32,-0.02,0.57,-1.47
269a978e1f275971598539ab769dc2fa,1,26,0.89,-1.68,0.61,-0.09,0.74
fbcb18a87a835802a33a6958dcb1dfde,0,27,1.26,0.84,0.92,-0.51,-0.2
51b92507069948994c68e39d1df8818e,0,24,0.89,0.02,-1.27,-2.34,1.48
b78e3e3c7030274c37ac8a5023794034,1,25,-0.31,0.02,0.79,0.91,1.17
c0808f489af210c476ccb30cffeed5c4,1,23,-1.15,-1.23,-1.39,1.32,-0.07
